title,company,salary,location,link
Computational Engineering Software Development Co-op,SoftInWay Inc.,93500.0,"Boston, MA","https://www.glassdoor.com/job-listing/computational-engineering-software-development-co-op-softinway-inc-JV_IC1154532_KO0,52_KE53,66.htm?jl=1009509265337"
Senior .NET Engineer,Pristine Infotech,122000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-net-engineer-pristine-infotech-JV_IC1154532_KO0,19_KE20,37.htm?jl=1008816034426"
Mainframe Developer DB2 Cobol,CapB InfoteK,102000.0,"Boston, MA","https://www.glassdoor.com/job-listing/mainframe-developer-db2-cobol-capb-infotek-JV_IC1154532_KO0,29_KE30,42.htm?jl=1007113391484"
.NET / C+ Developer June 2020,VASS IT,77500.0,"Boston, MA","https://www.glassdoor.com/job-listing/net-c-developer-june-2020-vass-it-JV_IC1154532_KO0,25_KE26,33.htm?jl=1009348593491"
Senior Drupal Developer,Perficient,142000.0,"Somerville, MA","https://www.glassdoor.com/job-listing/senior-drupal-developer-perficient-JV_IC1154685_KO0,23_KE24,34.htm?jl=1008986378063"
Air Dominance & Strike - Principal Mission Software Engineer (Robotics),Anduril Industries,245000.0,"Boston, MA","https://www.glassdoor.com/job-listing/air-dominance-strike-principal-mission-software-engineer-robotics-anduril-industries-JV_IC1154532_KO0,65_KE66,84.htm?jl=1009564148580"
Senior Mainframe Developer,Cognizant,68500.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-mainframe-developer-cognizant-JV_IC1154532_KO0,26_KE27,36.htm?jl=1009541009150"
Programmer Analyst,Massachusetts General Hospital(MGH),89500.0,"Boston, MA","https://www.glassdoor.com/job-listing/programmer-analyst-massachusetts-general-hospital-mgh-JV_IC1154532_KO0,18_KE19,53.htm?jl=1009498515626"
Senior Embedded Software Developer,Capgemini,123198.4,"Boston, MA","https://www.glassdoor.com/job-listing/senior-embedded-software-developer-capgemini-JV_IC1154532_KO0,34_KE35,44.htm?jl=1009542396091"
Senior Oracle EPM Developer,Cervello Inc,98500.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-oracle-epm-developer-cervello-inc-JV_IC1154532_KO0,27_KE28,40.htm?jl=1009320718605"
Android Developer,Neurable,94500.0,"Boston, MA","https://www.glassdoor.com/job-listing/android-developer-neurable-JV_IC1154532_KO0,17_KE18,26.htm?jl=1009554911716"
Developer,PTYTECH LLC,110240.0,"Boston, MA","https://www.glassdoor.com/job-listing/developer-ptytech-llc-JV_IC1154532_KO0,9_KE10,21.htm?jl=1007166321370"
Principal Application Developer,Federal Reserve Bank of Boston,144000.0,"Boston, MA","https://www.glassdoor.com/job-listing/principal-application-developer-federal-reserve-bank-of-boston-JV_IC1154532_KO0,31_KE32,62.htm?jl=1009526399967"
PRINCIPAL DEVELOPER,LiquidX,148500.0,"Boston, MA","https://www.glassdoor.com/job-listing/principal-developer-liquidx-JV_IC1154532_KO0,19_KE20,27.htm?jl=1009472936420"
Senior Software Engineer,Empower,123000.0,United States,"https://www.glassdoor.com/job-listing/senior-software-engineer-empower-JV_KO0,24_KE25,32.htm?jl=1009429720631"
"Senior Director, Web Experience",Klaviyo,260000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-director-web-experience-klaviyo-JV_IC1154532_KO0,30_KE31,38.htm?jl=1009420465011"
Principal Quant Developer- QIS,Fidelity Investments,132000.0,"Boston, MA","https://www.glassdoor.com/job-listing/principal-quant-developer-qis-fidelity-investments-JV_IC1154532_KO0,29_KE30,50.htm?jl=1009265026554"
Radio Frequency Engineer - Product Lead for Simulation Software,Flexcompute Inc.,109500.0,"Boston, MA","https://www.glassdoor.com/job-listing/radio-frequency-engineer-product-lead-for-simulation-software-flexcompute-inc-JV_IC1154532_KO0,61_KE62,77.htm?jl=1009476547139"
Senior Power Systems Engineer - Protection Controls Automation,Schneider Electric,114500.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-power-systems-engineer-protection-controls-automation-schneider-electric-JV_IC1154532_KO0,60_KE61,79.htm?jl=1009402726750"
Manager - Kinematics Software Engineering - Surgical Robotics,Medtronic,188000.0,"Boston, MA","https://www.glassdoor.com/job-listing/manager-kinematics-software-engineering-surgical-robotics-medtronic-JV_IC1154532_KO0,57_KE58,67.htm?jl=1009382147789"
Global IT Software Engineer Director & Chapter Lead- Gen AI/LLM,Boston Consulting Group,,"Boston, MA","https://www.glassdoor.com/job-listing/global-it-software-engineer-director-chapter-lead-gen-ai-llm-boston-consulting-group-JV_IC1154532_KO0,60_KE61,84.htm?jl=1009526945932"
Software Engineering Manager-Platform - Surgical Robotics,Medtronic,188000.0,"Boston, MA","https://www.glassdoor.com/job-listing/software-engineering-manager-platform-surgical-robotics-medtronic-JV_IC1154532_KO0,55_KE56,65.htm?jl=1009529370461"
Senior Automation Engineer,Flexxbotics,,"Boston, MA","https://www.glassdoor.com/job-listing/senior-automation-engineer-flexxbotics-JV_IC1154532_KO0,26_KE27,38.htm?jl=1009555864678"
Senior DevOps Engineer,Context Labs,152000.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/senior-devops-engineer-context-labs-JV_IC1154545_KO0,22_KE23,35.htm?jl=1009564688129"
Senior/Staff Perception Machine Learning Engineer - 3D Tracking,Zoox,241500.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-staff-perception-machine-learning-engineer-3d-tracking-zoox-JV_IC1154532_KO0,61_KE62,66.htm?jl=1009338917701"
Senior Software Developer,Pearson,100000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-software-developer-pearson-JV_IC1154532_KO0,25_KE26,33.htm?jl=1009488210037"
Senior Android Engineer II,Modus Closing,164000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-android-engineer-ii-modus-closing-JV_IC1154532_KO0,26_KE27,40.htm?jl=1009417808804"
Lead Data Engineer - Data Automations,Klaviyo,235000.0,"Boston, MA","https://www.glassdoor.com/job-listing/lead-data-engineer-data-automations-klaviyo-JV_IC1154532_KO0,35_KE36,43.htm?jl=1009505355897"
Java Developer,Sureminds Solutions LLC,125000.0,"Boston, MA","https://www.glassdoor.com/job-listing/java-developer-sureminds-solutions-llc-JV_IC1154532_KO0,14_KE15,38.htm?jl=1009551065503"
Cloud Engineer-Analytics,Columbia Threadneedle Investments,,"Boston, MA","https://www.glassdoor.com/job-listing/cloud-engineer-analytics-columbia-threadneedle-investments-JV_IC1154532_KO0,24_KE25,58.htm?jl=1009473338783"
Senior iOS Engineer,Compass,164000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-ios-engineer-compass-JV_IC1154532_KO0,19_KE20,27.htm?jl=1009492522832"
Senior Android Engineer II,Compass,164000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-android-engineer-ii-compass-JV_IC1154532_KO0,26_KE27,34.htm?jl=1009417998521"
"Principal Automation Engineer, Workcell Builds","Flagship Pioneering, Inc.",127500.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/principal-automation-engineer-workcell-builds-flagship-pioneering-inc-JV_IC1154545_KO0,45_KE46,69.htm?jl=1009540450103"
"State Estimation Engineer, Sensor Fusion (R2682)",SHIELD AI,228000.0,"Boston, MA","https://www.glassdoor.com/job-listing/state-estimation-engineer-sensor-fusion-r2682-shield-ai-JV_IC1154532_KO0,45_KE46,55.htm?jl=1009320816446"
Lead Python Consultant,Sonsoft Inc,100500.0,"Boston, MA","https://www.glassdoor.com/job-listing/lead-python-consultant-sonsoft-inc-JV_IC1154532_KO0,22_KE23,34.htm?jl=1008985960701"
Principal Engineer,Critical Software,153000.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/principal-engineer-critical-software-JV_IC1154545_KO0,18_KE19,36.htm?jl=1009462119799"
Senior iOS Engineer,Modus Closing,164000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-ios-engineer-modus-closing-JV_IC1154532_KO0,19_KE20,33.htm?jl=1009492831526"
Kubernetes Administrator,MMC Corporate,88000.0,"Boston, MA","https://www.glassdoor.com/job-listing/kubernetes-administrator-mmc-corporate-JV_IC1154532_KO0,24_KE25,38.htm?jl=1009559064281"
SDR SW Test and Automation Engineer,Comcentric Inc.,,"Boston, MA","https://www.glassdoor.com/job-listing/sdr-sw-test-and-automation-engineer-comcentric-inc-JV_IC1154532_KO0,35_KE36,50.htm?jl=1009513930704"
Principal Systems Engineer-Embedded Microsystems Architecture/Design,Draper,152000.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/principal-systems-engineer-embedded-microsystems-architecture-design-draper-JV_IC1154545_KO0,68_KE69,75.htm?jl=1009448203256"
.Principal Software Engineer - AI Engineering,Context Labs,209500.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/principal-software-engineer-ai-engineering-context-labs-JV_IC1154545_KO0,42_KE43,55.htm?jl=1009300545954"
W2 Contract -Dev-Operations Architect,"SoftHQ, Inc.",161200.0,"Boston, MA","https://www.glassdoor.com/job-listing/w2-contract-dev-operations-architect-softhq-inc-JV_IC1154532_KO0,36_KE37,47.htm?jl=1009543272813"
"Data Innovations IS Programmer/ Analyst II, Dept. of Surgery, Per Diem",Brigham & Women's Hospital(BWH),,"Boston, MA","https://www.glassdoor.com/job-listing/data-innovations-is-programmer-analyst-ii-dept-of-surgery-per-diem-brigham-women-s-hospital-bwh-JV_IC1154532_KO0,66_KE67,95.htm?jl=1009508890347"
Senior Developer,BrickLogix,127000.0,"Somerville, MA","https://www.glassdoor.com/job-listing/senior-developer-bricklogix-JV_IC1154685_KO0,16_KE17,27.htm?jl=1007488960764"
"Senior Specialist, Full Stack Developer",KPMG,112500.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-specialist-full-stack-developer-kpmg-JV_IC1154532_KO0,38_KE39,43.htm?jl=1009468139008"
Full Stack Spring 2020,VASS IT,84500.0,"Boston, MA","https://www.glassdoor.com/job-listing/full-stack-spring-2020-vass-it-JV_IC1154532_KO0,22_KE23,30.htm?jl=1009348593446"
Sr. Kofax Developer (RPA Developer) :: Remote,CEDENT,99500.0,"Boston, MA","https://www.glassdoor.com/job-listing/sr-kofax-developer-rpa-developer-remote-cedent-JV_IC1154532_KO0,39_KE40,46.htm?jl=1009348596411"
.Net Full Stack Developer,Tek Ninjas,,"Chelsea, MA","https://www.glassdoor.com/job-listing/net-full-stack-developer-tek-ninjas-JV_IC1154551_KO0,24_KE25,35.htm?jl=1009416202096"
Senior Java Developer - SJD24-17510,NavitsPartners,117500.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-java-developer-sjd24-17510-navitspartners-JV_IC1154532_KO0,33_KE34,48.htm?jl=1009555091550"
Senior Machine Learning Engineer,Amazee Global Ventures Inc,119600.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-machine-learning-engineer-amazee-global-ventures-inc-JV_IC1154532_KO0,32_KE33,59.htm?jl=1009535239452"
Lab Automation Engineer,Zifo,135000.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/lab-automation-engineer-zifo-JV_IC1154545_KO0,23_KE24,28.htm?jl=1009563813938"
Python Developer,Amazee Global Ventures Inc,119600.0,"Boston, MA","https://www.glassdoor.com/job-listing/python-developer-amazee-global-ventures-inc-JV_IC1154532_KO0,16_KE17,43.htm?jl=1009558251841"
"ADMOH With Java, Javascript, SQL",Sonsoft Inc,78500.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/admoh-with-java-javascript-sql-sonsoft-inc-JV_IC1154545_KO0,30_KE31,42.htm?jl=1008986487433"
IS Programmer/Analyst II Per Diem BWH Rheumatology,Brigham & Women's Hospital(BWH),,"Boston, MA","https://www.glassdoor.com/job-listing/is-programmer-analyst-ii-per-diem-bwh-rheumatology-brigham-women-s-hospital-bwh-JV_IC1154532_KO0,50_KE51,79.htm?jl=1009525212022"
Lead UI Developer,Amazee Global Ventures Inc,119600.0,"Boston, MA","https://www.glassdoor.com/job-listing/lead-ui-developer-amazee-global-ventures-inc-JV_IC1154532_KO0,17_KE18,44.htm?jl=1009540815631"
"Senior Software Engineer, Product Security",Klaviyo,190000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-software-engineer-product-security-klaviyo-JV_IC1154532_KO0,41_KE42,49.htm?jl=1009367934151"
.Principal Backend Engineer - Distributed Systems,Context Labs,194500.0,"Cambridge, MA","https://www.glassdoor.com/job-listing/principal-backend-engineer-distributed-systems-context-labs-JV_IC1154545_KO0,46_KE47,59.htm?jl=1009530268841"
Google Cloud GenAI Developer,Accenture,,"Boston, MA","https://www.glassdoor.com/job-listing/google-cloud-genai-developer-accenture-JV_IC1154532_KO0,28_KE29,38.htm?jl=1009509509758"
DevOps Architect,Link Soft Technologies,140000.0,"Boston, MA","https://www.glassdoor.com/job-listing/devops-architect-link-soft-technologies-JV_IC1154532_KO0,16_KE17,39.htm?jl=1009561708431"
Senior DevOps 2nd Round 2020,VASS IT,92000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-devops-2nd-round-2020-vass-it-JV_IC1154532_KO0,28_KE29,36.htm?jl=1009348593402"
Senior .NET Developer - SD24-17701,NavitsPartners,93000.0,"Boston, MA","https://www.glassdoor.com/job-listing/senior-net-developer-sd24-17701-navitspartners-JV_IC1154532_KO0,31_KE32,46.htm?jl=1009561740139"
Salesforce EUC Developer Specialist - Resources,Accenture,,"Boston, MA","https://www.glassdoor.com/job-listing/salesforce-euc-developer-specialist-resources-accenture-JV_IC1154532_KO0,45_KE46,55.htm?jl=1009454675904"
Principal Application Development Lead (LIMS) / Lead IS Engineer - 5225,Verista,122500.0,"Boston, MA","https://www.glassdoor.com/job-listing/principal-application-development-lead-lims-lead-is-engineer-5225-verista-JV_IC1154532_KO0,65_KE66,73.htm?jl=1009509308272"
DevOps (Techno-Functional) ( USC & GC ONLY ),Sonsoft Inc,,"Boston, MA","https://www.glassdoor.com/job-listing/devops-techno-functional-usc-gc-only-sonsoft-inc-JV_IC1154532_KO0,36_KE37,48.htm?jl=1008985339166"
GCP DevOps Engineer,Accenture,,"Boston, MA","https://www.glassdoor.com/job-listing/gcp-devops-engineer-accenture-JV_IC1154532_KO0,19_KE20,29.htm?jl=1009414522745"
